credit_note_id,credit_note_ref,ebay_order,credit_amount,credit_date,source_invoice_id,source_invoice_ref,invoice_total,invoice_paid,invoice_paid_flag,invoice_unpaid_before_credit,cleanup_bucket,credit_note_private
6908,IC2606-1352,02-14590-70330,0.84000000,2026-06-24,2290,IN2605-1914,17.19000000,17.19000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 02-14590-70330. Source invoice: IN2605-1914 (id 2290).
6909,IC2606-1353,02-14601-04483,1.36000000,2026-06-24,2255,IN2605-1882,26.53000000,26.53000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 02-14601-04483. Source invoice: IN2605-1882 (id 2255).
6910,IC2606-1354,02-14601-71160,0.78000000,2026-06-24,2239,IN2605-1872,14.13000000,14.13000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 02-14601-71160. Source invoice: IN2605-1872 (id 2239).
6911,IC2606-1355,03-14536-62218,16.15000000,2026-06-24,1054,IN2604-1043,17.67000000,17.67000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14536-62218. Source invoice: IN2604-1043 (id 1054).
6912,IC2606-1356,03-14582-15584,0.56000000,2026-06-24,2074,IN2604-1727,11.06000000,11.06000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14582-15584. Source invoice: IN2604-1727 (id 2074).
6913,IC2606-1357,03-14592-08274,7.17000000,2026-06-24,2297,IN2605-1919,115.36000000,115.36000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14592-08274. Source invoice: IN2605-1919 (id 2297).
6914,IC2606-1358,03-14592-08390,1.91000000,2026-06-24,2231,IN2605-1866,38.70000000,38.70000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14592-08390. Source invoice: IN2605-1866 (id 2231).
6915,IC2606-1359,03-14593-39511,19.65000000,2026-06-24,2307,IN2605-1929,306.88000000,306.88000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14593-39511. Source invoice: IN2605-1929 (id 2307).
6916,IC2606-1360,03-14593-64311,0.50000000,2026-06-24,2289,IN2605-1913,10.12000000,10.12000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14593-64311. Source invoice: IN2605-1913 (id 2289).
6917,IC2606-1361,03-14593-73247,0.95000000,2026-06-24,2286,IN2605-1911,18.90000000,18.90000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14593-73247. Source invoice: IN2605-1911 (id 2286).
6918,IC2606-1362,03-14594-31238,0.74000000,2026-06-24,2272,IN2605-1898,13.89000000,13.89000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14594-31238. Source invoice: IN2605-1898 (id 2272).
6919,IC2606-1363,03-14595-23696,0.54000000,2026-06-24,2261,IN2605-1887,10.37000000,10.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14595-23696. Source invoice: IN2605-1887 (id 2261).
6920,IC2606-1364,03-14595-64443,0.96000000,2026-06-24,2264,IN2605-1890,19.03000000,19.03000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 03-14595-64443. Source invoice: IN2605-1890 (id 2264).
6921,IC2606-1365,04-14536-93069,191.66000000,2026-06-24,1090,IN2604-1079,205.80000000,205.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14536-93069. Source invoice: IN2604-1079 (id 1090).
6922,IC2606-1366,04-14558-85064,9.34000000,2026-06-24,1699,IN2604-1465,10.46000000,10.46000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14558-85064. Source invoice: IN2604-1465 (id 1699).
6924,IC2606-1367,04-14592-81719,0.39000000,2026-06-24,2266,IN2605-1892,7.50000000,7.50000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14592-81719. Source invoice: IN2605-1892 (id 2266).
6925,IC2606-1368,04-14593-59673,0.70000000,2026-06-24,2325,IN2605-1946,13.79000000,13.79000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14593-59673. Source invoice: IN2605-1946 (id 2325).
6927,IC2606-1369,04-14596-60545,0.69000000,2026-06-24,2321,IN2605-1942,13.82000000,13.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 04-14596-60545. Source invoice: IN2605-1942 (id 2321).
6930,IC2606-1372,05-14573-53475,5.16000000,2026-06-24,1899,IN2604-1610,98.96000000,98.96000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 05-14573-53475. Source invoice: IN2604-1610 (id 1899).
6934,IC2606-1374,06-14462-28777,2.56000000,2026-06-24,88,IN2604-0079,130.75000000,130.75000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14462-28777. Source invoice: IN2604-0079 (id 88).
6935,IC2606-1375,06-14516-20875,17.93000000,2026-06-24,884,IN2604-0873,19.61000000,19.61000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14516-20875. Source invoice: IN2604-0873 (id 884).
6936,IC2606-1376,06-14566-69626,0.36000000,2026-06-24,1748,IN2604-1513,6.72000000,6.72000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14566-69626. Source invoice: IN2604-1513 (id 1748).
6941,IC2606-1377,06-14573-62345,3.41000000,2026-06-24,1990,IN2604-1656,65.05000000,65.05000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14573-62345. Source invoice: IN2604-1656 (id 1990).
6942,IC2606-1378,06-14578-01170,7.28000000,2026-06-24,2068,IN2604-1721,143.20000000,143.20000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14578-01170. Source invoice: IN2604-1721 (id 2068).
6943,IC2606-1379,06-14587-73064,1.16000000,2026-06-24,2205,IN2605-1844,21.48000000,21.48000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14587-73064. Source invoice: IN2605-1844 (id 2205).
6944,IC2606-1380,06-14588-85492,2.32000000,2026-06-24,2310,IN2605-1931,45.82000000,45.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14588-85492. Source invoice: IN2605-1931 (id 2310).
6945,IC2606-1381,06-14590-79983,148.16000000,2026-06-24,2317,IN2605-1938,2331.27000000,2331.27000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14590-79983. Source invoice: IN2605-1938 (id 2317).
6946,IC2606-1382,06-14594-44201,2.86000000,2026-06-24,2208,IN2605-1847,56.11000000,56.11000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 06-14594-44201. Source invoice: IN2605-1847 (id 2208).
6948,IC2606-1383,07-14576-27516,2.81000000,2026-06-24,2072,IN2604-1725,55.16000000,55.16000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14576-27516. Source invoice: IN2604-1725 (id 2072).
6949,IC2606-1384,07-14576-95265,6.13000000,2026-06-24,2070,IN2604-1723,121.71000000,121.71000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14576-95265. Source invoice: IN2604-1723 (id 2070).
6950,IC2606-1385,07-14577-70750,0.61000000,2026-06-24,2064,IN2604-1717,11.10000000,11.10000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14577-70750. Source invoice: IN2604-1717 (id 2064).
6951,IC2606-1386,07-14581-06925,0.64000000,2026-06-24,2136,IN2605-1787,13.18000000,13.18000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14581-06925. Source invoice: IN2605-1787 (id 2136).
6952,IC2606-1387,07-14584-66579,2.66000000,2026-06-24,2216,IN2605-1853,55.28000000,55.28000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14584-66579. Source invoice: IN2605-1853 (id 2216).
6953,IC2606-1388,07-14585-00578,0.39000000,2026-06-24,2204,IN2605-1843,7.39000000,7.39000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 07-14585-00578. Source invoice: IN2605-1843 (id 2204).
6956,IC2606-1391,08-14568-25984,2.23000000,2026-06-24,1880,IN2604-1607,47.91000000,47.91000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14568-25984. Source invoice: IN2604-1607 (id 1880).
6957,IC2606-1392,08-14570-42160,1.70000000,2026-06-24,1997,IN2604-1662,34.75000000,34.75000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14570-42160. Source invoice: IN2604-1662 (id 1997).
6958,IC2606-1393,08-14572-38038,0.88000000,2026-06-24,1993,IN2604-1659,15.98000000,15.98000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14572-38038. Source invoice: IN2604-1659 (id 1993).
6959,IC2606-1394,08-14575-50188,0.43000000,2026-06-24,2069,IN2604-1722,8.37000000,8.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14575-50188. Source invoice: IN2604-1722 (id 2069).
6960,IC2606-1395,08-14580-76206,2.98000000,2026-06-24,2313,IN2605-1934,59.62000000,59.62000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14580-76206. Source invoice: IN2605-1934 (id 2313).
6961,IC2606-1396,08-14584-14018,1.59000000,2026-06-24,2319,IN2605-1940,31.04000000,31.04000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14584-14018. Source invoice: IN2605-1940 (id 2319).
6962,IC2606-1397,08-14587-49080,7.65000000,2026-06-24,2303,IN2605-1925,134.83000000,134.83000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14587-49080. Source invoice: IN2605-1925 (id 2303).
6963,IC2606-1398,08-14589-45142,40.50000000,2026-06-24,2207,IN2605-1846,700.94000000,700.94000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14589-45142. Source invoice: IN2605-1846 (id 2207).
6964,IC2606-1399,08-14591-33945,1.80000000,2026-06-24,2232,IN2605-1867,37.81000000,37.81000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 08-14591-33945. Source invoice: IN2605-1867 (id 2232).
6967,IC2606-1402,09-14533-53576,9.34000000,2026-06-24,1160,IN2604-1148,9.90000000,9.90000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14533-53576. Source invoice: IN2604-1148 (id 1160).
6968,IC2606-1403,09-14567-97832,0.75000000,2026-06-24,1966,IN2604-1641,15.22000000,15.22000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14567-97832. Source invoice: IN2604-1641 (id 1966).
6969,IC2606-1404,09-14569-13386,1.06000000,2026-06-24,1950,IN2604-1632,18.89000000,18.89000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14569-13386. Source invoice: IN2604-1632 (id 1950).
6970,IC2606-1405,09-14570-94998,1.17000000,2026-06-24,1991,IN2604-1657,22.30000000,22.30000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14570-94998. Source invoice: IN2604-1657 (id 1991).
6971,IC2606-1406,09-14571-50855,1.75000000,2026-06-24,2012,IN2604-1673,34.71000000,34.71000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14571-50855. Source invoice: IN2604-1673 (id 2012).
6973,IC2606-1407,09-14578-11318,0.84000000,2026-06-24,2124,IN2605-1775,15.82000000,15.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14578-11318. Source invoice: IN2605-1775 (id 2124).
6974,IC2606-1408,09-14590-35776,1.93000000,2026-06-24,2247,IN2605-1876,37.65000000,37.65000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 09-14590-35776. Source invoice: IN2605-1876 (id 2247).
6977,IC2606-1410,10-14565-52921,3.77000000,2026-06-24,1907,IN2604-1613,71.96000000,71.96000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14565-52921. Source invoice: IN2604-1613 (id 1907).
6978,IC2606-1411,10-14569-21308,0.40000000,2026-06-24,1984,IN2604-1651,8.19000000,8.19000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14569-21308. Source invoice: IN2604-1651 (id 1984).
6979,IC2606-1412,10-14569-46976,0.51000000,2026-06-24,1987,IN2604-1653,9.88000000,9.88000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14569-46976. Source invoice: IN2604-1653 (id 1987).
6980,IC2606-1413,10-14574-12008,0.43000000,2026-06-24,2091,IN2604-1744,8.35000000,8.35000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14574-12008. Source invoice: IN2604-1744 (id 2091).
6981,IC2606-1414,10-14576-96935,6.53000000,2026-06-24,2123,IN2605-1774,115.11000000,115.11000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 10-14576-96935. Source invoice: IN2605-1774 (id 2123).
6983,IC2606-1415,11-14564-94703,0.58000000,2026-06-24,1955,IN2604-1635,11.86000000,11.86000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 11-14564-94703. Source invoice: IN2604-1635 (id 1955).
6984,IC2606-1416,11-14586-92572,0.38000000,2026-06-24,2281,IN2605-1907,7.42000000,7.42000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 11-14586-92572. Source invoice: IN2605-1907 (id 2281).
6988,IC2606-1419,12-14564-36283,6.69000000,2026-06-24,1985,IN2604-1652,138.74000000,138.74000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14564-36283. Source invoice: IN2604-1652 (id 1985).
6989,IC2606-1420,12-14564-60534,5.74000000,2026-06-24,1960,IN2604-1638,106.62000000,106.62000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14564-60534. Source invoice: IN2604-1638 (id 1960).
6990,IC2606-1421,12-14565-61541,1.24000000,2026-06-24,1956,IN2604-1636,24.26000000,24.26000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14565-61541. Source invoice: IN2604-1636 (id 1956).
6991,IC2606-1422,12-14569-52136,1.98000000,2026-06-24,2071,IN2604-1724,39.99000000,39.99000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14569-52136. Source invoice: IN2604-1724 (id 2071).
6993,IC2606-1423,12-14573-45022,1.15000000,2026-06-24,2126,IN2605-1777,21.52000000,21.52000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14573-45022. Source invoice: IN2605-1777 (id 2126).
6994,IC2606-1424,12-14575-60908,6.42000000,2026-06-24,2172,IN2605-1820,108.79000000,108.79000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14575-60908. Source invoice: IN2605-1820 (id 2172).
6995,IC2606-1425,12-14576-21960,1.40000000,2026-06-24,2162,IN2605-1810,28.40000000,28.40000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 12-14576-21960. Source invoice: IN2605-1810 (id 2162).
6996,IC2606-1426,13-14565-72781,3.44000000,2026-06-24,2011,IN2604-1672,69.10000000,69.10000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14565-72781. Source invoice: IN2604-1672 (id 2011).
6997,IC2606-1427,13-14571-96673,0.42000000,2026-06-24,2135,IN2605-1786,8.18000000,8.18000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14571-96673. Source invoice: IN2605-1786 (id 2135).
6998,IC2606-1428,13-14574-77902,1.07000000,2026-06-24,2170,IN2605-1818,21.00000000,21.00000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14574-77902. Source invoice: IN2605-1818 (id 2170).
6999,IC2606-1429,13-14576-95651,1.17000000,2026-06-24,2202,IN2605-1841,21.77000000,21.77000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 13-14576-95651. Source invoice: IN2605-1841 (id 2202).
7003,IC2606-1433,14-14499-27730,277.05000000,2026-06-24,805,IN2604-0794,293.95000000,293.95000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14499-27730. Source invoice: IN2604-0794 (id 805).
7005,IC2606-1434,14-14563-65485,3.18000000,2026-06-24,2000,IN2604-1665,65.45000000,65.45000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14563-65485. Source invoice: IN2604-1665 (id 2000).
7006,IC2606-1435,14-14567-49707,2.14000000,2026-06-24,2065,IN2604-1718,42.80000000,42.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14567-49707. Source invoice: IN2604-1718 (id 2065).
7007,IC2606-1436,14-14570-86328,0.86000000,2026-06-24,2132,IN2605-1783,17.15000000,17.15000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14570-86328. Source invoice: IN2605-1783 (id 2132).
7008,IC2606-1437,14-14581-83133,20.82000000,2026-06-24,2259,IN2605-1886,333.72000000,333.72000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 14-14581-83133. Source invoice: IN2605-1886 (id 2259).
7014,IC2606-1443,15-14565-30825,5.12000000,2026-06-24,2058,IN2604-1711,107.82000000,107.82000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14565-30825. Source invoice: IN2604-1711 (id 2058).
7015,IC2606-1444,15-14572-75683,0.55000000,2026-06-24,2242,IN2605-1874,10.33000000,10.33000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14572-75683. Source invoice: IN2605-1874 (id 2242).
7016,IC2606-1445,15-14573-79431,4.40000000,2026-06-24,2234,IN2605-1868,70.37000000,70.37000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14573-79431. Source invoice: IN2605-1868 (id 2234).
7017,IC2606-1446,15-14573-82335,1.94000000,2026-06-24,2256,IN2605-1883,38.95000000,38.95000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14573-82335. Source invoice: IN2605-1883 (id 2256).
7018,IC2606-1447,15-14574-51288,13.69000000,2026-06-24,2225,IN2605-1861,224.29000000,224.29000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 15-14574-51288. Source invoice: IN2605-1861 (id 2225).
7023,IC2606-1448,16-14558-19609,1.08000000,2026-06-24,1988,IN2604-1654,21.50000000,21.50000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14558-19609. Source invoice: IN2604-1654 (id 1988).
7024,IC2606-1449,16-14563-40500,0.65000000,2026-06-24,2059,IN2604-1712,12.72000000,12.72000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14563-40500. Source invoice: IN2604-1712 (id 2059).
7025,IC2606-1450,16-14571-40098,0.78000000,2026-06-24,2327,IN2605-1948,15.38000000,15.38000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14571-40098. Source invoice: IN2605-1948 (id 2327).
7026,IC2606-1451,16-14572-78133,15.75000000,2026-06-24,2252,IN2605-1879,272.33000000,272.33000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 16-14572-78133. Source invoice: IN2605-1879 (id 2252).
7029,IC2606-1453,17-14555-67501,0.37000000,2026-06-24,1940,IN2604-1628,6.94000000,6.94000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14555-67501. Source invoice: IN2604-1628 (id 1940).
7030,IC2606-1454,17-14560-71241,2.20000000,2026-06-24,2066,IN2604-1719,43.23000000,43.23000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14560-71241. Source invoice: IN2604-1719 (id 2066).
7031,IC2606-1455,17-14570-18306,0.70000000,2026-06-24,2243,IN2605-1875,13.80000000,13.80000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 17-14570-18306. Source invoice: IN2605-1875 (id 2243).
7036,IC2606-1459,18-14555-80159,18.37000000,2026-06-24,1948,IN2604-1631,362.64000000,362.64000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14555-80159. Source invoice: IN2604-1631 (id 1948).
7037,IC2606-1460,18-14559-31612,6.61000000,2026-06-24,2062,IN2604-1715,124.90000000,124.90000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14559-31612. Source invoice: IN2604-1715 (id 2062).
7039,IC2606-1462,18-14571-31902,2.35000000,2026-06-24,2276,IN2605-1902,43.94000000,43.94000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14571-31902. Source invoice: IN2605-1902 (id 2276).
7040,IC2606-1463,18-14575-65063,0.39000000,2026-06-24,2228,IN2605-1864,7.39000000,7.39000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14575-65063. Source invoice: IN2605-1864 (id 2228).
7041,IC2606-1464,18-14576-27526,0.72000000,2026-06-24,2220,IN2605-1857,13.38000000,13.38000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 18-14576-27526. Source invoice: IN2605-1857 (id 2220).
7046,IC2606-1468,19-14551-47144,1.02000000,2026-06-24,1857,IN2604-1593,20.91000000,20.91000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14551-47144. Source invoice: IN2604-1593 (id 1857).
7047,IC2606-1469,19-14554-51834,2.16000000,2026-06-24,1995,IN2604-1661,46.35000000,46.35000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14554-51834. Source invoice: IN2604-1661 (id 1995).
7049,IC2606-1470,19-14566-97656,0.79000000,2026-06-24,2263,IN2605-1889,15.81000000,15.81000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14566-97656. Source invoice: IN2605-1889 (id 2263).
7050,IC2606-1471,19-14567-01862,1.17000000,2026-06-24,2235,IN2605-1869,21.42000000,21.42000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 19-14567-01862. Source invoice: IN2605-1869 (id 2235).
7052,IC2606-1473,20-14479-99695,7.72000000,2026-06-24,616,IN2604-0606,8.15000000,8.15000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14479-99695. Source invoice: IN2604-0606 (id 616).
7053,IC2606-1474,20-14549-80122,0.60000000,2026-06-24,1859,IN2604-1595,11.13000000,11.13000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14549-80122. Source invoice: IN2604-1595 (id 1859).
7054,IC2606-1475,20-14550-60528,5.62000000,2026-06-24,1914,IN2604-1620,111.57000000,111.57000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14550-60528. Source invoice: IN2604-1620 (id 1914).
7055,IC2606-1476,20-14550-85664,0.40000000,2026-06-24,1913,IN2604-1619,7.38000000,7.38000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14550-85664. Source invoice: IN2604-1619 (id 1913).
7056,IC2606-1477,20-14551-64577,0.54000000,2026-06-24,1968,IN2604-1643,10.76000000,10.76000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14551-64577. Source invoice: IN2604-1643 (id 1968).
7057,IC2606-1478,20-14552-54821,34.71000000,2026-06-24,1964,IN2604-1640,663.52000000,663.52000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14552-54821. Source invoice: IN2604-1640 (id 1964).
7058,IC2606-1479,20-14552-84441,1.00000000,2026-06-24,1969,IN2604-1644,20.48000000,20.48000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14552-84441. Source invoice: IN2604-1644 (id 1969).
7059,IC2606-1480,20-14552-98881,6.96000000,2026-06-24,1981,IN2604-1648,6.96000000,6.96000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14552-98881. Source invoice: IN2604-1648 (id 1981).
7060,IC2606-1481,20-14559-03466,0.40000000,2026-06-24,2090,IN2604-1743,8.36000000,8.36000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14559-03466. Source invoice: IN2604-1743 (id 2090).
7061,IC2606-1482,20-14561-85478,2.80000000,2026-06-24,2137,IN2605-1788,59.55000000,59.55000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14561-85478. Source invoice: IN2605-1788 (id 2137).
7062,IC2606-1483,20-14564-01814,4.93000000,2026-06-24,2163,IN2605-1811,81.33000000,81.33000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14564-01814. Source invoice: IN2605-1811 (id 2163).
7063,IC2606-1484,20-14572-94041,1.99000000,2026-06-24,2219,IN2605-1856,37.93000000,37.93000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14572-94041. Source invoice: IN2605-1856 (id 2219).
7064,IC2606-1485,20-14573-12759,0.39000000,2026-06-24,2280,IN2605-1906,7.41000000,7.41000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14573-12759. Source invoice: IN2605-1906 (id 2280).
7065,IC2606-1486,20-14574-58587,8.98000000,2026-06-24,2316,IN2605-1937,149.74000000,149.74000000,1,0,candidate_reverse_payment_then_apply_credit,Auto-created via eBay reconciliation. eBay order: 20-14574-58587. Source invoice: IN2605-1937 (id 2316).
